COUNTYNS,FREQUENCY,COUNT_COUN,TweetTotal,GdeltTotal,Tweets_GdeltSum,TweetSep1,TweetSep2,TweetSep3,TweetSep4,TweetSep5,TweetSep6,GdeltSep1,GdeltSep2,GdeltSep3,GdeltSep4,GdeltSep5,GdeltSep6
00308548,1,1,26,16,42,8,5,5,5,2,1,1,0,3,6,3,3
00308549,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00308550,1,1,111,49,160,32,41,27,7,1,3,8,16,16,3,3,3
00308551,1,1,50,8,58,9,17,12,6,5,1,0,3,3,1,0,1
00326638,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00326650,1,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0
00326666,1,1,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0
00326700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00326713,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00326719,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00326720,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
00326757,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00326781,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00342832,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00342852,1,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0
00342918,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00342985,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00343073,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00343153,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00343238,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00343365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00343390,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0
00343504,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00343585,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00343645,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00343835,1,1,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0
00343878,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00343936,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
00344074,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00344088,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00344090,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00344107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00344129,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00344156,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00344784,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00344805,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00345041,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00345220,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00345255,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00345367,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00345456,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1
00345499,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00345518,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00345642,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00345714,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
00345784,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00345923,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
00346008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00346144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00346482,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00346568,1,1,8,7,15,0,3,5,0,0,0,0,3,2,1,1,0
00346664,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00346759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00346824,1,1,200,0,200,50,49,45,21,24,11,0,0,0,0,0,0
00346892,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
00346957,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00347067,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00347246,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00347360,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00347445,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00347451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00347456,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00347465,1,1,0,3,3,0,0,0,0,0,0,0,0,1,2,0,0
00347505,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00347508,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00347593,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00347654,1,1,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0
00347777,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00347828,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00347944,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0
00348092,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00348102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00348116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00348209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00348428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00348672,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00348794,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00348865,1,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0
00349086,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
00349113,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00349230,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00349324,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00349570,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00349912,1,1,6,0,6,0,2,2,1,0,1,0,0,0,0,0,0
00350028,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00350204,1,1,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0
00350219,1,1,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0
00350302,1,1,7,12,19,2,1,2,2,0,0,2,3,1,3,3,0
00350496,1,1,7,0,7,0,0,1,3,2,1,0,0,0,0,0,0
00350547,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00350608,1,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0
00350637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351094,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351252,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351259,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351260,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351261,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351262,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351263,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351264,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0
00351265,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
00351278,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351285,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351312,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351383,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
00351489,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351604,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351605,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351606,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00351607,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
00351608,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00352213,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00352234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00352238,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00352242,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00352276,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00352287,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00352295,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00352302,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00353055,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
00353193,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00353230,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00353513,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00353665,1,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0
00354216,1,1,1,6,7,0,0,0,1,0,0,1,2,1,1,1,0
00356672,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
00356774,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
00356886,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00356958,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00356976,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
00357095,1,1,2,6,8,0,0,1,0,1,0,0,3,0,1,2,0
00357196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00357428,1,1,5,0,5,0,1,1,1,1,1,0,0,0,0,0,0
00357592,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00357722,1,1,1,4,5,0,0,0,0,0,1,0,2,0,0,2,0
00357747,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
00358024,1,1,13,7,20,2,0,2,4,4,1,0,0,4,2,1,0
01008531,1,1,5,1,6,1,0,3,1,0,0,0,0,0,0,0,1
01008532,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0
01008533,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008535,1,1,0,4,4,0,0,0,0,0,0,0,0,0,3,1,0
01008536,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
01008538,1,1,8,5,13,1,3,2,0,2,0,0,0,2,3,0,0
01008539,1,1,14,3,17,3,0,0,2,1,8,0,0,0,3,0,0
01008540,1,1,8,2,10,1,3,1,1,2,0,0,0,1,1,0,0
01008541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008542,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008543,1,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0
01008544,1,1,3,0,3,0,0,0,1,1,1,0,0,0,0,0,0
01008545,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
01008546,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008547,1,1,0,5,5,0,0,0,0,0,0,0,0,0,0,4,1
01008548,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
01008549,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008550,1,1,61,23,84,2,5,6,6,26,16,3,0,3,7,5,5
01008551,1,1,3,2,5,0,0,1,1,0,1,0,0,0,2,0,0
01008552,1,1,14,3,17,0,7,2,1,3,1,0,0,1,0,2,0
01008553,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008554,1,1,6,4,10,1,1,1,1,2,0,0,1,2,1,0,0
01008555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008556,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
01008557,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
01008558,1,1,28,3,31,4,3,3,5,5,8,0,0,1,1,0,1
01008559,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
01008560,1,1,4,9,13,0,0,0,1,3,0,2,1,1,1,2,2
01008561,1,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0
01008562,1,1,2,1,3,0,0,0,0,2,0,1,0,0,0,0,0
01008563,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008564,1,1,3,53,56,0,0,0,0,0,3,1,6,6,2,1,37
01008565,1,1,10,4,14,1,1,2,3,3,0,0,0,0,4,0,0
01008566,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
01008567,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
01008568,1,1,7,6,13,0,0,0,1,6,0,0,0,1,3,2,0
01008569,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008570,1,1,112,40,152,14,28,17,19,22,12,3,8,12,7,2,8
01008571,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008572,1,1,2,1,3,1,0,0,0,1,0,0,0,0,0,1,0
01008573,1,1,7,3,10,0,0,0,1,5,1,0,0,0,1,2,0
01008574,1,1,5,2,7,0,0,2,0,1,2,0,0,0,1,1,0
01008575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008576,1,1,14,4,18,2,2,1,3,5,1,1,0,2,1,0,0
01008577,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008578,1,1,10,8,18,0,1,2,3,4,0,0,1,1,3,1,2
01008579,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008580,1,1,2,2,4,0,2,0,0,0,0,0,0,0,0,2,0
01008581,1,1,398,0,398,37,70,50,64,104,72,0,0,0,0,0,0
01008582,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0
01008583,1,1,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0
01008584,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
01008585,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
01008586,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008587,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
01008588,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
01008589,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
01008590,1,1,12,0,12,1,4,5,0,1,1,0,0,0,0,0,0
01008591,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
01008592,1,1,189,74,263,18,25,20,30,72,24,8,8,8,5,27,18
01008593,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01008594,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1
01008595,1,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1
01008596,1,1,2,1,3,0,1,0,0,0,1,1,0,0,0,0,0
01008597,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
01008598,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01023355,1,1,3,10,13,1,0,1,1,0,0,0,0,2,1,1,6
01025822,1,1,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0
01025833,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
01025834,1,1,1,3,4,0,0,0,1,0,0,0,0,0,1,1,1
01025836,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1
01025841,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01025844,1,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1
01026123,1,1,48,6,54,5,6,1,4,17,15,0,1,1,2,1,1
01026124,1,1,52,21,73,4,5,5,10,23,5,0,0,5,5,5,6
01026125,1,1,3,2,5,0,0,0,1,0,2,0,0,1,0,0,1
01026126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01026127,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01026128,1,1,7,2,9,0,0,1,0,2,4,0,0,0,1,1,0
01026129,1,1,25,8,33,2,2,2,5,8,6,2,1,1,0,2,2
01026130,1,1,5,5,10,1,1,2,0,1,0,2,0,1,1,1,0
01026131,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0
01026132,1,1,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0
01026133,1,1,52,29,81,3,7,8,5,10,19,0,6,8,3,5,7
01026327,1,1,12,1,13,0,2,6,0,3,1,0,0,0,0,0,1
01026328,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01026329,1,1,129,30,159,7,15,10,23,48,26,0,0,5,7,12,6
01026330,1,1,7,3,10,2,0,0,1,0,4,0,0,0,2,1,0
01026331,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01026332,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
01026333,1,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
01026334,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
01026335,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01026336,1,1,0,5,5,0,0,0,0,0,0,0,1,1,0,2,1
01026337,1,1,84,52,136,4,7,7,7,19,40,1,3,11,4,14,19
01026338,1,1,0,3,3,0,0,0,0,0,0,0,0,0,1,2,0
01026339,1,1,3,9,12,0,0,0,1,1,1,0,1,1,1,2,4
01026340,1,1,55,26,81,5,4,10,8,15,13,2,1,1,5,8,9
01026341,1,1,17,10,27,0,2,2,1,11,1,0,0,1,0,5,4
01244251,1,1,38,4,42,6,7,1,7,13,4,2,0,0,0,2,0
01244717,1,1,3,1,4,0,1,1,1,0,0,0,0,0,1,0,0
01244832,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01245489,1,1,60,8,68,8,10,15,8,17,2,0,0,0,3,3,2
01245652,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
01245666,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01247979,1,1,2,4,6,0,0,0,2,0,0,0,1,1,2,0,0
01247980,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01247981,1,1,1,3,4,0,0,1,0,0,0,0,2,0,1,0,0
01247982,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
01247983,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01247984,1,1,57,46,103,5,16,9,14,11,2,5,10,13,4,10,4
01247985,1,1,40,3,43,3,11,3,2,17,4,0,1,0,1,1,0
01247986,1,1,345,1,346,48,50,35,70,103,39,0,0,0,1,0,0
01247987,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
01247988,1,1,0,5,5,0,0,0,0,0,0,0,0,2,2,1,0
01247989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01247990,1,1,1,2,3,0,1,0,0,0,0,0,1,1,0,0,0
01247991,1,1,2,3,5,1,1,0,0,0,0,0,0,0,0,2,1
01247992,1,1,6,7,13,2,0,1,2,1,0,0,1,1,3,2,0
01247993,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01247998,1,1,43,4,47,2,8,7,7,12,7,2,1,1,0,0,0
01247999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01248000,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
01248001,1,1,18,3,21,4,0,1,3,9,1,0,0,1,1,1,0
01248002,1,1,64,15,79,2,6,2,14,29,11,3,1,1,2,6,2
01248003,1,1,1,2,3,0,1,0,0,0,0,0,0,0,0,1,1
01248004,1,1,3,0,3,0,1,1,1,0,0,0,0,0,0,0,0
01248005,1,1,269,51,320,29,52,18,51,83,36,2,2,2,9,20,16
01248006,1,1,3,20,23,1,0,0,0,2,0,1,2,2,8,6,1
01248007,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
01248008,1,1,3,0,3,0,1,0,0,1,1,0,0,0,0,0,0
01248009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01248010,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
01248011,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
01248012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01248013,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01248014,1,1,5,3,8,0,3,0,0,2,0,0,0,0,3,0,0
01248015,1,1,25,0,25,10,4,2,2,6,1,0,0,0,0,0,0
01248016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01248017,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01248018,1,1,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0
01248019,1,1,34,0,34,14,6,3,0,6,5,0,0,0,0,0,0
01248592,1,1,4,4,8,0,2,1,0,1,0,0,0,3,0,1,0
