IN_FID,NEAR_FID,NEAR_DIST,NEAR_DIST_KILOMETERS,NEAR_RANK,FROM_X,FROM_Y,NEAR_X,NEAR_Y,NEAR_ANGLE,FID_,scores_uni,scores_eng,country,city,y,x,spatial_re,id,tweet_id,text_,created_at,user_id,user_id_1,user_name,screen_nam,source
0,2030,115123.32644800000,115.12332644800,46,-75.70000000000,35.10000000000,-76.95330799960,34.98034649960,-96.26121463200,2030,0.05333128100,0.11116719100,United States,Neuse Forest,34.98034650000,-76.95330800000,city bounding box centroid,833030,1170000000000000000.00000000000,"Freeport looking more and more like the fork in the road...
#Dorian",9/1/2019,26362666.00000000000,0,Kevin D. Gr??ssing (Pronounced Grew-Sing),KevDGrussing,Tweetbot for i?ƒS
0,1797,126351.48912000000,126.35148912000,56,-75.70000000000,35.10000000000,-77.08574699970,35.12020500020,-88.58500426680,1797,0.03006897400,0.05202936600,United States,New Bern,35.12020500000,-77.08574700000,city bounding box centroid,760866,1170000000000000000.00000000000,Hurricane #Dorian continues to intensify with sustained winds of 180 mph at the 11 am NHC update. ?á????,9/1/2019,2178918494.00000000000,0,Shane Hinton - WCTI Meteorologist,MakeItRainShane,Twitter for iPhone
0,2509,126351.48912000000,126.35148912000,56,-75.70000000000,35.10000000000,-77.08574699970,35.12020500020,-88.58500426680,2509,0.06263387800,0.05624491200,United States,New Bern,35.12020500000,-77.08574700000,city bounding box centroid,1009137,1170000000000000000.00000000000,I?ÇÖm preparing #newbern.  Hope you are as well.  Don?ÇÖt wait until it?ÇÖs too late!!!  #beprepared #Dorian2019?Çª https://t.co/svYK2BsSAd,9/1/2019,89204455.00000000000,0,Mark A. Stephens,markstephenspe,Twitter for iPhone
0,1649,141351.05981400000,141.35105981400,66,-75.70000000000,35.10000000000,-76.22921299960,36.29860900010,-19.65252362390,1649,0.03850344500,0.07089257300,United States,Elizabeth City,36.29860900000,-76.22921300000,city bounding box centroid,710131,1170000000000000000.00000000000,"Pray for the Bahamas as #HurricaneDorian2019 Cat 5, new report 175mph winds. Could decimate the islands. Insane win?Çª https://t.co/WMyaPnG0mH",9/1/2019,15702236.00000000000,0,PhillyChitChat,HughE_Dillon,Twitter for iPhone
0,1671,141351.05981400000,141.35105981400,66,-75.70000000000,35.10000000000,-76.22921299960,36.29860900010,-19.65252362390,1671,0.03850344500,0.07089257300,United States,Elizabeth City,36.29860900000,-76.22921300000,city bounding box centroid,716325,1170000000000000000.00000000000,Storm chaser I follow who is about to experience the Eye wall of #HurricaneDorian today,9/1/2019,15702236.00000000000,0,PhillyChitChat,HughE_Dillon,Twitter for iPhone
0,1033,184564.55082700000,184.56455082700,86,-75.70000000000,35.10000000000,-77.54428000020,34.42798999990,-113.29540621900,1033,0.04534350100,0.05202936600,United States,North Carolina,34.42799000000,-77.54428000000,exact coordinates,832617,1170000000000000000.00000000000,"#tropicalstormdorian in 4 to 5 days be on the NC coast. Here we go. @ Surf City, North Carolina https://t.co/LADjytA4Je",9/1/2019,0.00000000000,388277601,Scott Kleist,ScottKleist,
0,1543,212957.50292400000,212.95750292400,107,-75.70000000000,35.10000000000,-77.93085249980,34.55138350020,-105.96676657700,1543,0.22180647200,0.15881746400,United States,Burgaw,34.55138350000,-77.93085250000,city bounding box centroid,677829,1170000000000000000.00000000000,Hurricane #Dorian is now a monster Category 5 storm. Please go to the #PenderCounty website and sign up for the Cod?Çª https://t.co/G2TdZpP4ZZ,9/1/2019,47663289.00000000000,0,"Burgaw, NC Weather",BurgawWx,Twitter for iPhone
0,1669,215726.29907500000,215.72629907500,115,-75.70000000000,35.10000000000,-77.84080749960,34.29046149980,-113.98810236000,1669,0.02343710100,0.04811366600,United States,Murraysville,34.29046150000,-77.84080750000,city bounding box centroid,715148,1170000000000000000.00000000000,"This is #WilmingtonNC this morning #ILM #Dorian
https://t.co/2HzlrOg16M",9/1/2019,62317742.00000000000,0,Kurb,TheKurb,Twitter for Android
0,2033,216081.14887000000,216.08114887000,117,-75.70000000000,35.10000000000,-77.79616999960,34.20898599990,-116.62212568000,2033,0.03265991000,0.11116719100,United States,Wrightsville Beach,34.20898600000,-77.79617000000,city bounding box centroid,832621,1170000000000000000.00000000000,I REALLY need #HurricaneDorian to move on out to the ocean and NOT head here to NC! My nerves cannot take another?Çª https://t.co/grWbWREncd,9/1/2019,1270960308.00000000000,0,laura?¥ñ,lala_kdub,Twitter for Android
0,176,217617.39294800000,217.61739294800,128,-75.70000000000,35.10000000000,-77.82315059990,34.22204970030,-115.97904039400,176,0.08592400000,0.11116719100,United States,North Carolina,34.22204970000,-77.82315060000,exact coordinates,873747,1170000000000000000.00000000000,#dorian preps @ Wilmington/Wrightsville Beach NC Coastal Lifestyle https://t.co/rEqMhNLJKC,9/1/2019,0.00000000000,17753915,Donna Gregory,donnagregorync,
0,1136,217822.08350700000,217.82208350700,129,-75.70000000000,35.10000000000,-77.84530670970,34.25460476000,-114.88849843100,1136,0.10827700700,0.10328573500,United States,North Carolina,34.25460476000,-77.84530671000,exact coordinates,827352,1170000000000000000.00000000000,Hurricane for the hurricane #dorian #hurricane @ Tavern 14 https://t.co/4EVXlDJ9ts,9/1/2019,0.00000000000,614241398,Aleaha Correia,Aleaha1081,
0,2645,218252.82259000000,218.25282259000,132,-75.70000000000,35.10000000000,-77.89410949980,34.33286150000,-112.32168869600,2645,0.04534350100,0.08253966300,United States,Skippers Corner,34.33286150000,-77.89410950000,city bounding box centroid,1045134,1170000000000000000.00000000000,phillies win tonight and that dumb ass #HurricaneDorian2019 will take a right angle tomorrow and head out to sea an?Çª https://t.co/dJwz5HfLwe,9/1/2019,762000000000000000.00000000000,0,tflynn,Philly444inNC,Twitter for iPhone
0,198,224881.14303400000,224.88114303400,140,-75.70000000000,35.10000000000,-77.91210000020,34.22319999980,-114.99497914300,198,0.08592400000,0.11116719100,United States,North Carolina,34.22320000000,-77.91210000000,exact coordinates,1046001,1170000000000000000.00000000000,"Bought a floating cooler, hurricane Dorian preparedness done! #hurricanedorian2019 @ Wilmington, North Carolina https://t.co/s47RoNj8UQ",9/1/2019,0.00000000000,18990850,jkeithbrown,jkeithbrown,
0,2096,228247.59500900000,228.24759500900,152,-75.70000000000,35.10000000000,-77.90748899980,34.14935200000,-116.88713591400,2096,0.06783457000,0.06565556200,United States,Silver Lake,34.14935200000,-77.90748900000,city bounding box centroid,860419,1170000000000000000.00000000000,Lowe's monkey junction has generators - for now. #HurricaneDorian2019,9/1/2019,335942976.00000000000,0,Bob Bonner,BobBonnerWECT,Twitter for iPhone
0,564,231198.78419900000,231.19878419900,155,-75.70000000000,35.10000000000,-77.99313000020,34.23163000000,-113.96782487200,564,0.06263387800,0.05202936600,United States,Belville,34.23163000000,-77.99313000000,exact coordinates,479091,1170000000000000000.00000000000,"#hurricanedorian #goaway #notagain #shoo @ Belville, North Carolina https://t.co/a5gO4U5Hf9",9/1/2019,0.00000000000,62521358,Amy York,macgeek67,
0,1998,233570.22338900000,233.57022338900,164,-75.70000000000,35.10000000000,-78.00610599970,34.20460800040,-114.50760805600,1998,0.02156150900,0.04447883200,United States,Belville,34.20460800000,-78.00610600000,city bounding box centroid,822879,1170000000000000000.00000000000,"?Ç£We?ÇÖll show #HurricaneDorian what #capefearstrong is all about.?Ç¥ 

Haha leggo I guess ?á?????á?????Çì?Öé??Å?á???¬?á????",9/1/2019,71860579.00000000000,0,"Paul Hrvol III, DC, TPI, SFMA",drpaulhrvol,Twitter for iPhone
0,1614,258671.01265400000,258.67101265400,184,-75.70000000000,35.10000000000,-78.13662799960,33.92957949960,-119.43203223300,1614,0.14589765700,0.20790557300,United States,Oak Island,33.92957950000,-78.13662800000,city bounding box centroid,697988,1170000000000000000.00000000000,"#HurricaneDorian #oakislandnc #northcarolina @realDonaldTrump
@DonaldJTrumpJr @IvankaTrump
@FLOTUS @VP @mike_pence?Çª https://t.co/aK9xriHPxF",9/1/2019,598079885.00000000000,0,SeaGoddessJewelryCo,seagoddessllc,Twitter for Android
0,1281,280845.42761500000,280.84542761500,202,-75.70000000000,35.10000000000,-78.65783700000,35.84398149980,-72.05383283850,1281,0.03265991000,0.06078011400,United States,Raleigh,35.84398150000,-78.65783700000,city bounding box centroid,431809,1170000000000000000.00000000000,Today's #HurricaneDorian news... https://t.co/VW27k8uYla,9/1/2019,36114882.00000000000,0,Karl Rectanus,karlrectanus,Twitter for Android
0,1455,280845.42761500000,280.84542761500,202,-75.70000000000,35.10000000000,-78.65783700000,35.84398149980,-72.05383283850,1455,0.03850344500,0.05624491200,United States,Raleigh,35.84398150000,-78.65783700000,city bounding box centroid,654551,1170000000000000000.00000000000,I wish I was more like Scooter.  I can?ÇÖt keep my eyes off of #HurricaneDorian.,9/1/2019,2424340500.00000000000,0,Holden Kurwicki,HoldenCBS17,Twitter for iPhone
0,1506,280845.42761500000,280.84542761500,202,-75.70000000000,35.10000000000,-78.65783700000,35.84398149980,-72.05383283850,1506,0.03850344500,0.05624491200,United States,Raleigh,35.84398150000,-78.65783700000,city bounding box centroid,670154,1170000000000000000.00000000000,BREAKING NEWS: #HurricaneDorian has strengthened and is now a CAT5 storm per @brianwx. @WNCN,9/1/2019,2424340500.00000000000,0,Holden Kurwicki,HoldenCBS17,Twitter for iPhone
0,1534,280845.42761500000,280.84542761500,202,-75.70000000000,35.10000000000,-78.65783700000,35.84398149980,-72.05383283850,1534,0.03850344500,0.05624491200,United States,Raleigh,35.84398150000,-78.65783700000,city bounding box centroid,675486,1170000000000000000.00000000000,"#HurricaneDorian is now a Category 5, and computer models have it headed straight to @townemeraldisle and the OBX.",9/1/2019,2424340500.00000000000,0,Holden Kurwicki,HoldenCBS17,Twitter for iPhone
0,1813,280845.42761500000,280.84542761500,202,-75.70000000000,35.10000000000,-78.65783700000,35.84398149980,-72.05383283850,1813,0.01824041500,0.02169964600,United States,Raleigh,35.84398150000,-78.65783700000,city bounding box centroid,764002,1170000000000000000.00000000000,#Dorian is no joke. Keep a close eye on this.,9/1/2019,731000000000000000.00000000000,0,britney,AstroBritney,Twitter for Android
0,2168,280845.42761500000,280.84542761500,202,-75.70000000000,35.10000000000,-78.65783700000,35.84398149980,-72.05383283850,2168,0.02767769800,0.03798013600,United States,Raleigh,35.84398150000,-78.65783700000,city bounding box centroid,883611,1170000000000000000.00000000000,Footage of #Dorians impact on the Abaco Islands. Wow,9/1/2019,550592423.00000000000,0,Kholby Martin,StormChaser220,Twitter for iPhone
0,2277,280845.42761500000,280.84542761500,202,-75.70000000000,35.10000000000,-78.65783700000,35.84398149980,-72.05383283850,2277,0.04178983500,0.11116719100,United States,Raleigh,35.84398150000,-78.65783700000,city bounding box centroid,926855,1170000000000000000.00000000000,Just bought all the peanut butter and jelly in Raleigh NC. And we forgot batteries. Damnit. #backtothestorefromhell #HurricaneDorian2019,9/1/2019,25372538.00000000000,0,Midlife Margaritas,mdlifemargarita,Twitter for iPhone
0,2296,280845.42761500000,280.84542761500,202,-75.70000000000,35.10000000000,-78.65783700000,35.84398149980,-72.05383283850,2296,0.03850344500,0.05624491200,United States,Raleigh,35.84398150000,-78.65783700000,city bounding box centroid,935799,1170000000000000000.00000000000,Every time I see the the new #HurricaneDorian path projections... https://t.co/lHuLueVKud,9/1/2019,2424340500.00000000000,0,Holden Kurwicki,HoldenCBS17,Twitter for iPhone
0,2278,283158.34822600000,283.15834822600,204,-75.70000000000,35.10000000000,-78.67977199980,35.85717799960,-71.88130561920,2278,0.03850344500,0.05624491200,United States,Harris Teeter,35.85717800000,-78.67977200000,city bounding box centroid,926429,1170000000000000000.00000000000,"#HurricaneDorian is still a few days away, but @HarrisTeeter is already running low on bottled water.  @WNCN https://t.co/AnaPoT2hA5",9/1/2019,2424340500.00000000000,0,Holden Kurwicki,HoldenCBS17,Twitter for iPhone
0,2076,284589.64787600000,284.58964787600,209,-75.70000000000,35.10000000000,-78.71317300040,35.80832899970,-73.10006578250,2076,0.08592400000,0.08253966300,United States,NC Division of Emergency Management,35.80832900000,-78.71317300000,city bounding box centroid,851485,1170000000000000000.00000000000,"NC Governor Cooper''s Sunday #HurricaneDorian  news conference. 'North Carolina has to take this seriously. Be ready?Çª https://t.co/eo1JaScvpN""",9/1/2019,2512915722.00000000000,0,Jeff Brooks,DE_JeffB,Twitter for Android
0,1323,285059.55720100000,285.05955720100,211,-75.70000000000,35.10000000000,-78.82283199960,35.00830200000,-91.14764761630,1323,0.18076726900,0.14812070800,United States,Tesla Supercharger Fayetteville,35.00830200000,-78.82283200000,city bounding box centroid,490315,1170000000000000000.00000000000,"50+ power trucks staged for hurricane response in Fayetteville, NC @weatherchannel #Dorian2019 #hurricanequestions?Çª https://t.co/bJCMa1XIpS",9/1/2019,100344966.00000000000,0,STEVE,stevesteranka,Twitter for iPhone
0,105,290129.37803200000,290.12937803200,220,-75.70000000000,35.10000000000,-78.78339999960,35.78710000010,-73.87663598540,105,0.06263387800,0.09590276200,United States,Cary,35.78710000000,-78.78340000000,exact coordinates,1068356,1170000000000000000.00000000000,Walking with Tank before I leave for Florida. I think I?ÇÖll be only one heading to Florida tomorrow lol #Dorian @ Ca?Çª https://t.co/0JbD31N4Lf,9/1/2019,0.00000000000,15599773,Schultz26,Schultz26,
0,1700,290819.83481200000,290.81983481200,222,-75.70000000000,35.10000000000,-78.51643750030,33.90131100000,-116.40399065800,1700,0.05333128100,0.19466773700,United States,Sunset Beach,33.90131100000,-78.51643750000,city bounding box centroid,722251,1170000000000000000.00000000000,Thinking of friends in the Bahamas ?á???º?á???? #Dorian,9/1/2019,254540392.00000000000,0,Nick Bradley,THENICKBRADLEY,Twitter for iPhone
0,642,290931.28519600000,290.93128519600,223,-75.70000000000,35.10000000000,-78.50750000000,33.88527778040,-116.78980783000,642,0.09286695400,0.06565556200,United States,Sunset Beach,33.88527778000,-78.50750000000,exact coordinates,946960,1170000000000000000.00000000000,"#calmbeforethestorm #hurricanedorian #sunsetbeachnc @ Sunset Beach, North Carolina https://t.co/N1HChu9TAf",9/1/2019,0.00000000000,92970970,Diana Callaghan,DCallaghan0627,
0,1039,291474.76812100000,291.47476812100,225,-75.70000000000,35.10000000000,-78.83918974040,35.63956748020,-77.24295136340,1039,0.14589765700,0.07089257300,United States,Holly Springs,35.63956748000,-78.83918974000,exact coordinates,839084,1170000000000000000.00000000000,Yikes! Water is gone already! #dorian @ Harris Teeter https://t.co/Ar9PgpnYxI,9/1/2019,0.00000000000,393632943,LaurieC,LaurieCl13,
0,1434,294013.79886900000,294.01379886900,230,-75.70000000000,35.10000000000,-78.83702100010,35.75618850000,-74.75828332680,1434,0.06263387800,0.12851583400,United States,Cary,35.75618850000,-78.83702100000,city bounding box centroid,638553,1170000000000000000.00000000000,#Dorian2019 #HurricaneDorian #dorianhurricane https://t.co/Or6cyM6y7G,9/1/2019,200083164.00000000000,0,Wafa Deshmukh ?Öí,deshmukhwafa,Twitter for iPhone
0,1497,294013.79886900000,294.01379886900,230,-75.70000000000,35.10000000000,-78.83702100010,35.75618850000,-74.75828332680,1497,0.15685510300,0.25152334800,United States,Cary,35.75618850000,-78.83702100000,city bounding box centroid,668459,1170000000000000000.00000000000,"Expect a Tropical storm or less, Prepare for a Hurricane or more! #Preparedness #Dorian2019",9/1/2019,1657520196.00000000000,0,NCAFPM,NCAFPM,Twitter for Android
0,1501,294013.79886900000,294.01379886900,230,-75.70000000000,35.10000000000,-78.83702100010,35.75618850000,-74.75828332680,1501,0.15685510300,0.25152334800,United States,Cary,35.75618850000,-78.83702100000,city bounding box centroid,669665,1170000000000000000.00000000000,"hope for a Tropical storm or less, prepare for a Hurricane or more! #Preparedness #Dorian2019",9/1/2019,1657520196.00000000000,0,NCAFPM,NCAFPM,Twitter for Android
0,1987,294013.79886900000,294.01379886900,230,-75.70000000000,35.10000000000,-78.83702100010,35.75618850000,-74.75828332680,1987,0.13558257700,0.17013242700,United States,Cary,35.75618850000,-78.83702100000,city bounding box centroid,818164,1170000000000000000.00000000000,#Dorian now strongest #hurricane on modern record.,9/1/2019,73534357.00000000000,0,Sheldon Smith,Always1PAO,Twitter for Android
0,2140,294013.79886900000,294.01379886900,230,-75.70000000000,35.10000000000,-78.83702100010,35.75618850000,-74.75828332680,2140,0.07343326200,0.10328573500,United States,Cary,35.75618850000,-78.83702100000,city bounding box centroid,874739,1170000000000000000.00000000000,"We wanted hoodie weather

...Not evacuate your hood weather
#HurricaneDorian2019 #hurricanequestions",9/1/2019,1000000000000000000.00000000000,0,Sienna Funderburg,fundrbrgr,Twitter for iPhone
0,2269,294779.59500800000,294.77959500800,231,-75.70000000000,35.10000000000,-78.85507800000,35.72320000040,-75.52426085850,2269,0.04178983500,0.04110674000,United States,Apex,35.72320000000,-78.85507800000,city bounding box centroid,922773,1170000000000000000.00000000000,Any word from @iCyclone or @ExtremeStorms? Last time they posted was prior to #dorian eye wall.,9/1/2019,418157372.00000000000,0,Brian Payne,brianmpayne,Twitter for iPhone
0,1523,301188.27664400000,301.18827664400,244,-75.70000000000,35.10000000000,-79.00211249970,35.05462700040,-90.00831353280,1523,0.07343326200,0.04110674000,United States,Fayetteville,35.05462700000,-79.00211250000,city bounding box centroid,674468,1170000000000000000.00000000000,Pretty sure #Dorian is headed for the Carolinas. Its a good day to get supplies and prepare!,9/1/2019,849000000000000000.00000000000,0,Sheila Byrd,Sh3ilaByrd,Twitter for Android
0,2387,301188.27664400000,301.18827664400,244,-75.70000000000,35.10000000000,-79.00211249970,35.05462700040,-90.00831353280,2387,0.25265321700,0.26734400300,United States,Fayetteville,35.05462700000,-79.00211250000,city bounding box centroid,969372,1170000000000000000.00000000000,I hope everyone in #TheBahamas stays safe as #HurricaneDorian touches ground there!,9/1/2019,486374744.00000000000,0,Dana Lee Burton,DanaTheActress,Twitter for Android
0,1596,301745.53889300000,301.74553889300,246,-75.70000000000,35.10000000000,-79.00986100000,35.17492149990,-87.46936032880,1596,0.03006897400,0.03798013600,United States,Pope Air Force Base,35.17492150000,-79.00986100000,city bounding box centroid,692788,1170000000000000000.00000000000,hurricane dorian deciding whether or not it wants to hit the carolinas #HurricaneDorian https://t.co/CDh8P2X473,9/1/2019,703000000000000000.00000000000,0,kameron,kammmiet,Twitter for iPhone
0,2193,306136.71936600000,306.13671936600,253,-75.70000000000,35.10000000000,-78.89544049980,35.99098249970,-70.23782893100,2193,0.05780718300,0.10328573500,United States,Durham,35.99098250000,-78.89544050000,city bounding box centroid,893260,1170000000000000000.00000000000,"As we wait &amp; watch for #Dorian2019, now is a great time to get your family prepared. Be sure you?ÇÖre also signed up?Çª https://t.co/sslq2QmNDR",9/1/2019,545202357.00000000000,0,CityofDurhamNC,CityofDurhamNC,Twitter for iPad
0,2437,306136.71936600000,306.13671936600,253,-75.70000000000,35.10000000000,-78.89544049980,35.99098249970,-70.23782893100,2437,0.07343326200,0.07651310700,United States,Durham,35.99098250000,-78.89544050000,city bounding box centroid,984224,1170000000000000000.00000000000,.@StewartABC11 is in for @BrittanyABC11 tonight and will have everything you need to know about #Dorian2019 track r?Çª https://t.co/J3jkBPxWm3,9/1/2019,96634851.00000000000,0,Andrea Blanford,AndreaABC11,Twitter for iPhone
0,1283,306770.27665200000,306.77027665200,255,-75.70000000000,35.10000000000,-79.00889200030,34.64136450030,-98.59786187580,1283,0.03850344500,0.09590276200,United States,Lumberton,34.64136450000,-79.00889200000,city bounding box centroid,435660,1170000000000000000.00000000000,Still waiting on #HurricaneDorian to decide where to go! ?á???ù?á???î?á???Ä?á???Ö,9/1/2019,24006573.00000000000,0,?¥ñ??ÅNancy?á???ï,nanwyer,Twitter for iPhone
0,1778,307021.08873900000,307.02108873900,256,-75.70000000000,35.10000000000,-78.69870050030,33.87693249990,-115.36929144500,1778,0.04534350100,0.07089257300,United States,Stephens Crossroads,33.87693250000,-78.69870050000,city bounding box centroid,755926,1170000000000000000.00000000000,"#hurricaneQuestions #WeatherChannel 

Is it possible for Dorian to move outside of the cone?

@weatherchannel",9/1/2019,37301782.00000000000,0,Brian Johnston,TromboneBrian,Twitter for iPhone
0,1464,308903.47896600000,308.90347896600,262,-75.70000000000,35.10000000000,-78.68882700010,33.82451400000,-116.40720542900,1464,0.04178983500,0.04447883200,United States,North Myrtle Beach,33.82451400000,-78.68882700000,city bounding box centroid,657921,1170000000000000000.00000000000,#Dorian,9/1/2019,147684988.00000000000,0,Marie Chaisson,Chaissm,Twitter for iPhone
0,398,310760.44661100000,310.76044661100,264,-75.70000000000,35.10000000000,-78.70083332980,33.80777778040,-116.61266194700,398,0.11679537400,0.17013242700,United States,North Myrtle Beach,33.80777778000,-78.70083333000,exact coordinates,1045957,1170000000000000000.00000000000,"#Repost insideedition with repostsaveapp 
 ?? ?? ?? 
 #HurricaneDorian ?á???Çhas made landfall hitting the Bahamas on Sunda?Çª https://t.co/qz3Qgcdguk",9/1/2019,0.00000000000,32858139,Kelly Whalen,Kelly8175,
0,2191,319190.39657600000,319.19039657600,271,-75.70000000000,35.10000000000,-78.77789999960,33.76699300040,-116.71943350500,2191,0.07343326200,0.10328573500,United States,Embassy Suites by Hilton Myrtle Beach Oceanfront Resort,33.76699300000,-78.77790000000,city bounding box centroid,892493,1170000000000000000.00000000000,So making our own beach #FanMemories @MyMyrtleBeach and wondering is this #Dorian2019 even a thing?#SaltLife  #beach https://t.co/jY7y8n0PN4,9/1/2019,763000000000000000.00000000000,0,Eternal Fan,1eternalfan,Twitter for iPhone
0,1410,320624.30359300000,320.62430359300,273,-75.70000000000,35.10000000000,-79.08679049980,35.92720750040,-72.38835898540,1410,0.16847316600,0.12851583400,United States,Carrboro,35.92720750000,-79.08679050000,city bounding box centroid,601850,1170000000000000000.00000000000,Hopefully this election in #NC09 won't be affected by #Dorian2019,9/1/2019,49814519.00000000000,0,Jamie,ncrainbowgrrl,Twitter for Android
0,2675,320624.30359300000,320.62430359300,273,-75.70000000000,35.10000000000,-79.08679049980,35.92720750040,-72.38835898540,2675,0.16847316600,0.12851583400,United States,Carrboro,35.92720750000,-79.08679050000,city bounding box centroid,1055658,1170000000000000000.00000000000,#Bahamas #Dorian,9/1/2019,49814519.00000000000,0,Jamie,ncrainbowgrrl,Twitter for Android
0,1091,329326.80306100000,329.32680306100,285,-75.70000000000,35.10000000000,-78.86286999970,33.70634000030,-117.09503232200,1091,0.05333128100,0.08253966300,United States,Myrtle Beach,33.70634000000,-78.86287000000,exact coordinates,845332,1170000000000000000.00000000000,wait there?ÇÖs a hurricane approaching? #hurricanedorian ?á???è @ Patricia Grand Resort https://t.co/cTFZapCRAo,9/1/2019,0.00000000000,533582645,Brittany Barker,Pretty_BrittBri,
